"('Asphalt', 'A. No Damage')","('Asphalt', 'B. Affected (1-9%)')","('Asphalt', 'C. Minor (10-25%)')","('Asphalt', 'D. Major (26-50%)')","('Asphalt', 'E. Destroyed (>50%)')","('Combustible', 'A. No Damage')","('Combustible', 'B. Affected (1-9%)')","('Combustible', 'C. Minor (10-25%)')","('Combustible', 'D. Major (26-50%)')","('Combustible', 'E. Destroyed (>50%)')","('Concrete', 'A. No Damage')","('Concrete', 'B. Affected (1-9%)')","('Concrete', 'C. Minor (10-25%)')","('Concrete', 'D. Major (26-50%)')","('Concrete', 'E. Destroyed (>50%)')","('Fire Resistant', 'A. No Damage')","('Fire Resistant', 'B. Affected (1-9%)')","('Fire Resistant', 'C. Minor (10-25%)')","('Fire Resistant', 'D. Major (26-50%)')","('Fire Resistant', 'E. Destroyed (>50%)')","('Metal', 'A. No Damage')","('Metal', 'B. Affected (1-9%)')","('Metal', 'C. Minor (10-25%)')","('Metal', 'D. Major (26-50%)')","('Metal', 'E. Destroyed (>50%)')","('No Deck/Porch', 'A. No Damage')","('Non Combustible', 'E. Destroyed (>50%)')","('Other', 'A. No Damage')","('Other', 'B. Affected (1-9%)')","('Other', 'C. Minor (10-25%)')","('Other', 'D. Major (26-50%)')","('Other', 'E. Destroyed (>50%)')","('Tile', 'A. No Damage')","('Tile', 'B. Affected (1-9%)')","('Tile', 'C. Minor (10-25%)')","('Tile', 'D. Major (26-50%)')","('Tile', 'E. Destroyed (>50%)')","('Unknown', 'A. No Damage')","('Unknown', 'B. Affected (1-9%)')","('Unknown', 'C. Minor (10-25%)')","('Unknown', 'D. Major (26-50%)')","('Unknown', 'E. Destroyed (>50%)')","('Wood', 'A. No Damage')","('Wood', 'B. Affected (1-9%)')","('Wood', 'C. Minor (10-25%)')","('Wood', 'D. Major (26-50%)')","('Wood', 'E. Destroyed (>50%)')",A. Single Residence,B. Multiple Residence,C. Mixed Commercial/Residential,D. Nonresidential Commercial,E. Infrastructure,F. Agriculture,G. Other Minor Structure,Incident Name,Year,County,Total Economic Loss
0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,0,19,8,6,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,312,0,0,8,0,0,232,Redwood,2017,Mendocino,92798286
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Riata,2023,Calaveras,319404
4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,Rices,2022,Nevada,1506132
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Richmond,2018,Lassen,82097
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ridge,2018,Placer,123583
0,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,12,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,1,18,River,2018,Lake,5620245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,River,2018,Mendocino,20186
25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,1,0,38,River,2021,Madera,11957877
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,River,2021,Mariposa,26338213
95,7,0,0,46,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,24,1,0,2,22,0,0,5,0,1,0,4,4,1,0,0,2,0,0,0,0,2,2,1,0,0,2,151,0,0,1,0,0,71,River,2021,Nevada,51596234
59,3,0,1,39,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,2,2,0,13,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,2,105,0,0,0,0,0,38,River,2021,Placer,35443482
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Robinson,2020,Butte,267671
0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,44,0,0,0,1,0,42,Rocky,2015,Lake,6388152
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,Rocky,2024,Butte,406246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Round,2015,Inyo,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,40,0,0,0,0,0,17,Round,2015,Mono,15060919
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ruby,2018,Tuolumne,19000
16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,Ruby,2023,Shasta,2158121
11,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,25,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,1,0,0,67,0,0,2,0,0,46,SCU Lightning Cmplx,2020,Alameda,3260787
12,3,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,1,39,0,0,0,4,0,24,SCU Lightning Cmplx,2020,San Joaquin,6399658
102,4,0,1,31,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,102,4,0,1,72,0,0,5,1,1,0,0,6,0,0,0,5,160,0,2,0,26,1,0,0,0,7,291,7,1,16,7,0,217,SCU Lightning Cmplx,2020,Santa Clara,22705526
17,1,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,24,0,0,1,12,0,0,0,0,0,0,1,2,0,0,0,1,78,0,0,0,2,0,0,0,0,2,72,0,0,2,0,0,75,SCU Lightning Cmplx,2020,Stanislaus,13454056
154,4,1,0,81,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,299,4,1,1,116,0,0,17,0,0,0,3,0,0,0,0,2,51,0,0,0,20,23,1,0,0,9,520,7,0,94,7,0,170,SQF Complex,2020,Tulare,39478045
0,1,1,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,63,14,2,11,0,0,0,0,7,0,0,0,0,1,60,38,0,5,0,0,5,Saddleridge,2019,Los Angeles,33015922
15,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,27,Salt,2021,Shasta,15352427
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Salt,2023,Shasta,90598
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Sand,2019,Yolo,367350
4,2,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,5,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,4,Sandalwood,2019,Riverside,960508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,Sandra,2022,Butte,280591
69,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,106,0,1,0,0,0,17,Sheep,2020,Lassen,19136829
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Silver,2018,Shasta,300000
41,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,2,734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,536,211,0,39,1,0,13,Silverado,2020,Orange,763868544
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,34,Sites,2024,Colusa,5927819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,2,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,87,0,0,0,0,0,0,Skirball,2017,Los Angeles,141232588
0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,0,0,0,0,0,60,0,0,0,0,0,13,Soberanes,2016,Monterey,7259234
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Southern,2021,San Diego,111900
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,Spenceville,2017,Yuba,394287
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spring,2018,San Luis Obispo,158112
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,3,Springs,2022,Tuolumne,1260772
72,1,1,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,37,2,0,0,6,0,0,2,0,0,0,2,6,0,0,0,2,0,0,0,0,9,2,0,0,0,2,88,1,0,0,1,0,66,Stagecoach,2020,Kern,9455146
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Star,2024,Calaveras,256262
0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,Steele,2018,Napa,2714102
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,4,Steins,2021,El Dorado,967506
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Still,2022,Nevada,107325
0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,14,0,2,2,Stoll,2018,Tehama,2568143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Stone,2017,San Luis Obispo,235685
0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,0,0,0,0,0,128,0,0,2,0,0,28,Sulphur,2017,Lake,16679909
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Sun,2024,Calaveras,320316
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,Swedes,2019,Butte,805178
246,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,203,11,8,9,2,0,90,Tamarack,2021,Alpine,74620468
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,5,Tassajara,2015,Monterey,2542630
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,7,Tenant,2021,Siskiyou,992101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Thirty Seven,2017,Sonoma,908044
0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,1,26,7,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,3,0,33,Thomas,2017,Santa Barbara,159267645
0,0,0,0,0,0,6,1,2,88,0,0,0,0,0,3,111,60,34,915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,2,1,35,0,0,0,0,0,936,0,0,32,25,0,282,Thomas,2017,Ventura,475035027
112,4,1,1,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,25,2,0,0,10,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,0,4,3,0,0,0,0,104,0,0,0,1,0,80,Thompson,2024,Butte,31780509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Timm,2017,Solano,454358
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Trinity,2019,Shasta,33115
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,Truitman,2024,Siskiyou,151728
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,6,2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52,0,0,1,0,0,50,Tubbs,2017,Napa,78979639
0,0,0,0,0,4,4,6,3,326,0,0,0,0,0,51,168,63,26,5106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,78,0,0,0,0,0,4843,0,0,110,2,0,883,Tubbs,2017,Sonoma,4765331905
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Usher,2023,Calaveras,408303
0,0,0,0,0,0,3,1,0,155,0,0,0,0,0,0,23,11,5,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1109,0,0,0,0,0,1271,0,0,62,3,0,561,Valley,2015,Lake,430116303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,Valley,2015,Napa,166000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,Valley,2015,Sonoma,12780
4,3,2,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,30,0,0,0,0,0,0,1,0,1,0,0,4,351,0,0,0,4,0,0,0,0,0,291,4,0,11,2,0,123,Valley,2020,San Diego,80332000
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Valley,2022,Madera,71238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,Vestal,2024,Tehama,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,View,2021,Tehama,105509
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,Vista,2018,Shasta,3512834
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Vista,2022,Tehama,177411
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,6,Wagner,2018,Mariposa,3962154
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,1,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,44,0,0,2,0,0,55,Wall,2017,Butte,5671062
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,Washington ,2021,Tuolumne,780753
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Waverly,2018,Calaveras,37704
2,4,2,2,14,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,1,12,0,0,0,0,4,0,0,0,0,0,52,0,0,0,0,0,6,West,2018,San Diego,27959799
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,Whisky,2023,Madera,1919816
7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,White,2024,Kern,332817
0,0,0,0,0,0,2,0,0,15,0,0,0,0,0,0,3,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,5,0,0,23,Whittier,2017,Santa Barbara,30822870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Willow,2019,Amador,4552
7,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,2,0,0,1,Willow,2020,Yuba,3965041
2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,Winding,2022,Yuba,2969362
130,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,154,0,0,4,1,0,30,Windy,2021,Tulare,62490360
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Woods,2022,Tuolumne,28533
0,53,12,15,408,0,0,0,0,0,0,8,4,1,25,0,0,0,0,0,0,27,7,8,213,0,0,0,7,1,0,12,0,57,12,17,301,0,11,3,2,482,0,2,1,2,21,1248,7,5,51,0,0,401,Woolsey,2018,Los Angeles,880850612
0,11,1,0,27,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,5,1,0,20,0,0,0,2,0,0,0,0,50,22,16,77,0,1,0,0,52,0,0,0,1,1,211,8,0,51,0,0,25,Woolsey,2018,Ventura,207736296
140,9,0,0,79,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,144,13,1,1,91,0,0,7,0,0,0,1,7,0,0,0,1,0,0,0,0,3,3,0,0,0,1,239,0,0,2,2,0,261,Zogg,2020,Shasta,67770906
